,2012,2013,2014,2015,2016
auskotzet!,1.0,0.0,0.0,0.0,0.0
auspices,1.0,0.0,0.0,0.0,0.0
auspicious.,0.0,0.0,0.0,0.0,1.0
auspiciously,0.0,0.0,0.0,0.0,1.0
"ausreißen,",1.0,0.0,0.0,0.0,0.0
ausruhn!,1.0,0.0,0.0,0.0,0.0
"ausschaust,",1.0,0.0,0.0,0.0,0.0
aussätzige,1.0,0.0,0.0,0.0,0.0
austere,2.0,0.0,0.0,0.0,1.0
austerity,3.0,0.0,0.0,0.0,0.0
"austerity,",1.0,0.0,0.0,0.0,0.0
austerity;,0.0,0.0,0.0,0.0,1.0
austral,2.0,0.0,0.0,0.0,0.0
australes,1.0,0.0,0.0,0.0,0.0
"auszudenken,",1.0,0.0,0.0,0.0,0.0
authentic,0.0,0.0,1.0,0.0,0.0
"authenticity?""",0.0,0.0,0.0,1.0,0.0
authentique,1.0,0.0,0.0,0.0,0.0
author,9.0,0.0,0.0,3.0,4.0
author.,1.0,0.0,0.0,0.0,0.0
authorise,6.0,0.0,0.0,0.0,1.0
authorised,6.0,0.0,0.0,0.0,4.0
"authorised,",2.0,0.0,0.0,0.0,0.0
authorised;,0.0,0.0,0.0,0.0,1.0
authorising,1.0,0.0,0.0,0.0,1.0
authoritarian,1.0,0.0,0.0,0.0,0.0
authoritative,0.0,0.0,0.0,2.0,2.0
authoritie,1.0,0.0,0.0,0.0,0.0
authorities,7.0,5.0,0.0,2.0,0.0
authorities--letters,1.0,0.0,0.0,0.0,0.0
authorities.,1.0,0.0,0.0,1.0,0.0
authorities?,1.0,0.0,0.0,0.0,0.0
authority,89.0,2.0,0.0,1.0,43.0
authority),2.0,0.0,0.0,0.0,0.0
"authority,",18.0,0.0,1.0,1.0,11.0
authority--not,0.0,0.0,0.0,0.0,1.0
authority.,4.0,0.0,0.0,0.0,4.0
authority:,1.0,0.0,0.0,0.0,0.0
"authority:""",1.0,0.0,0.0,0.0,0.0
authority;,0.0,0.0,0.0,0.0,1.0
authorize,3.0,0.0,0.0,0.0,0.0
authorized,11.0,0.0,0.0,0.0,1.0
"authorized,",2.0,0.0,0.0,0.0,0.0
authorizeth,2.0,0.0,0.0,0.0,0.0
"authorizeth,",1.0,0.0,0.0,0.0,0.0
authorizing,1.0,0.0,0.0,0.0,0.0
authors,4.0,0.0,1.0,0.0,2.0
auto,2.0,0.0,0.0,0.0,0.0
autobahn,1.0,0.0,0.0,0.0,0.0
autobahn);,1.0,0.0,0.0,0.0,0.0
"autobahn,",2.0,0.0,0.0,0.0,0.0
autobiography.,0.0,0.0,0.0,2.0,0.0
autograph;,0.0,0.0,1.0,0.0,0.0
autoispresbuterous,1.0,0.0,0.0,0.0,0.0
automatic,16.0,0.0,0.0,0.0,0.0
"automatic,",1.0,0.0,0.0,0.0,0.0
automatic.,1.0,0.0,0.0,0.0,0.0
automatically,1.0,0.0,1.0,0.0,0.0
automatons,0.0,0.0,0.0,1.0,0.0
automobile,4.0,0.0,0.0,0.0,0.0
automobiles,1.0,0.0,0.0,0.0,0.0
"automobiles,",7.0,0.0,0.0,0.0,0.0
autonoma);,2.0,0.0,0.0,0.0,0.0
"autonomas,",2.0,0.0,0.0,0.0,0.0
autonomous,10.0,0.0,0.0,0.0,0.0
autonomy,4.0,0.0,0.0,0.0,0.0
"autonomy,",1.0,0.0,0.0,0.0,0.0
autonomy;,1.0,0.0,0.0,0.0,0.0
autoroute;,1.0,0.0,0.0,0.0,0.0
autoroutes;,1.0,0.0,0.0,0.0,0.0
autostrada,1.0,0.0,0.0,0.0,0.0
autumn,1.0,0.0,0.0,2.0,0.0
"autumn,",0.0,0.0,2.0,0.0,1.0
autumn.,0.0,0.0,0.0,1.0,1.0
autumnal,0.0,0.0,0.0,2.0,0.0
avail,0.0,0.0,0.0,0.0,2.0
"avail,",1.0,0.0,1.0,0.0,0.0
"avail,'",0.0,0.0,0.0,1.0,0.0
avail.,1.0,0.0,0.0,0.0,1.0
avail?--Was,0.0,0.0,0.0,0.0,1.0
availability,1.0,0.0,0.0,0.0,0.0
availability;,1.0,0.0,0.0,0.0,0.0
available,15.0,3.0,4.0,5.0,3.0
available.,1.0,0.0,0.0,0.0,0.0
availed,0.0,0.0,0.0,0.0,1.0
availed?,0.0,0.0,0.0,0.0,1.0
availeth,0.0,0.0,0.0,0.0,3.0
availing,0.0,1.0,0.0,0.0,0.0
avalanche,1.0,0.0,0.0,0.0,0.0
avarice,0.0,0.0,0.0,0.0,2.0
"avarice,",2.0,0.0,0.0,0.0,0.0
"avarice?--or,",0.0,0.0,0.0,0.0,1.0
avaricious,1.0,0.0,0.0,0.0,0.0
avariciousness,1.0,0.0,0.0,0.0,0.0
avdp.,2.0,0.0,0.0,0.0,0.0
avenge,0.0,0.0,0.0,0.0,8.0
avenger,1.0,0.0,0.0,0.0,0.0
"avenger!""",0.0,0.0,1.0,0.0,0.0
avengeth,0.0,0.0,0.0,0.0,1.0
avenging,0.0,0.0,0.0,0.0,1.0
avenue,0.0,0.0,0.0,3.0,0.0
"avenue,",1.0,0.0,0.0,0.0,0.0
avenue.,0.0,0.0,0.0,1.0,0.0
"avenue.""",0.0,0.0,0.0,0.0,1.0
avenues,1.0,0.0,0.0,0.0,0.0
average,29.0,4.0,2.0,3.0,0.0
average.,2.0,0.0,0.0,0.0,0.0
average;,2.0,0.0,0.0,0.0,0.0
averaged,9.0,0.0,0.0,0.0,0.0
averages,5.0,0.0,0.0,0.0,0.0
averaging,7.0,0.0,0.0,0.0,0.0
averse,0.0,0.0,0.0,5.0,0.0
"averse,",1.0,0.0,0.0,0.0,0.0
aversion,1.0,0.0,0.0,2.0,0.0
aversions:,1.0,0.0,0.0,0.0,0.0
avert,0.0,0.0,0.0,3.0,0.0
averted,1.0,0.0,1.0,2.0,0.0
averted;,1.0,0.0,0.0,0.0,0.0
aviation,1.0,0.0,0.0,0.0,0.0
"aviation,",1.0,0.0,0.0,0.0,0.0
aviatrix,1.0,0.0,0.0,0.0,0.0
avidly,0.0,0.0,1.0,0.0,0.0
"avocados,",2.0,0.0,0.0,0.0,0.0
avocados;,1.0,0.0,0.0,0.0,0.0
avocation.,1.0,0.0,0.0,0.0,0.0
avoid,11.0,1.0,2.0,3.0,35.0
"avoid,",1.0,0.0,0.0,0.0,2.0
avoid.,0.0,0.0,0.0,1.0,2.0
"avoid;""",1.0,0.0,0.0,0.0,0.0
avoidance,0.0,0.0,0.0,0.0,1.0
avoided,2.0,0.0,1.0,2.0,8.0
avoided.,1.0,0.0,0.0,0.0,0.0
avoiding,3.0,0.0,0.0,1.0,4.0
"avoiding,",0.0,0.0,0.0,0.0,1.0
avoirdupois,11.0,0.0,0.0,0.0,0.0
avos,1.0,0.0,0.0,0.0,0.0
avouched,1.0,0.0,0.0,0.0,0.0
avourdupois,1.0,0.0,0.0,0.0,0.0
avow,1.0,0.0,0.0,0.0,0.0
avowal,1.0,0.0,0.0,0.0,5.0
avowal.,1.0,0.0,0.0,0.0,0.0
avowed,1.0,0.0,0.0,0.0,2.0
"avowed,",0.0,0.0,0.0,0.0,1.0
avowed.,1.0,0.0,0.0,0.0,0.0
avoyd,15.0,0.0,0.0,0.0,0.0
"avoyd,",1.0,0.0,0.0,0.0,0.0
avoyd.,1.0,0.0,0.0,0.0,0.0
avoyded.,1.0,0.0,0.0,0.0,0.0
avoyding,4.0,0.0,0.0,0.0,0.0
aw,1.0,0.0,0.0,0.0,0.0
await,0.0,0.0,1.0,1.0,6.0
awaited,3.0,0.0,0.0,1.0,2.0
awaiteth,0.0,0.0,0.0,0.0,1.0
awaiting,8.0,0.0,3.0,1.0,0.0
awaits,2.0,0.0,0.0,0.0,1.0
awake,3.0,1.0,4.0,2.0,13.0
awake!,0.0,0.0,0.0,0.0,1.0
awake),1.0,0.0,0.0,0.0,0.0
"awake,",3.0,0.0,0.0,2.0,3.0
awake.,1.0,0.0,0.0,1.0,0.0
"awake.""",0.0,0.0,1.0,0.0,0.0
awake;,3.0,0.0,0.0,0.0,1.0
awaken,4.0,0.0,0.0,0.0,4.0
awakened,5.0,0.0,0.0,4.0,14.0
"awakened,",1.0,0.0,0.0,0.0,1.0
awakened.,0.0,0.0,0.0,1.0,0.0
awakened;,0.0,0.0,0.0,0.0,1.0
awakening,0.0,0.0,0.0,0.0,1.0
awaketh,0.0,0.0,0.0,0.0,2.0
"awaking,",0.0,0.0,0.0,0.0,1.0
aware,6.0,0.0,0.0,9.0,30.0
"aware,",0.0,0.0,0.0,1.0,2.0
"aware,""",0.0,0.0,0.0,0.0,1.0
awash,1.0,0.0,0.0,0.0,0.0
away,130.0,152.0,54.0,139.0,388.0
away!,0.0,0.0,0.0,0.0,1.0
"away!""",0.0,1.0,0.0,0.0,0.0
away!',0.0,2.0,1.0,0.0,0.0
"away,",19.0,25.0,17.0,30.0,116.0
"away,""",1.0,0.0,3.0,3.0,1.0
"away,'",0.0,1.0,0.0,0.0,0.0
away--,0.0,0.0,0.0,1.0,0.0
away---,0.0,0.0,0.0,1.0,0.0
away--I,0.0,1.0,0.0,0.0,0.0
away--Procopius,0.0,0.0,0.0,1.0,0.0
away--after,0.0,0.0,0.0,0.0,1.0
away--and,0.0,0.0,1.0,0.0,0.0
away--maybe,1.0,0.0,0.0,0.0,0.0
away--or,0.0,1.0,0.0,0.0,0.0
away--trading,0.0,1.0,0.0,0.0,0.0
"away--yea,",0.0,0.0,0.0,0.0,1.0
away--you,5.0,3.0,3.0,4.0,3.0
away.,15.0,14.0,12.0,36.0,73.0
"away.""",1.0,1.0,4.0,3.0,5.0
away.',0.0,0.0,1.0,1.0,0.0
away:,0.0,1.0,2.0,0.0,0.0
away;,3.0,6.0,0.0,0.0,23.0
"away;""",1.0,0.0,0.0,0.0,0.0
away;--and,0.0,0.0,0.0,0.0,1.0
away?,0.0,1.0,0.0,0.0,1.0
"away?""",0.0,3.0,2.0,1.0,2.0
awe,4.0,0.0,1.0,0.0,2.0
"awe,",6.0,0.0,1.0,0.0,0.0
awe-inspiring,1.0,0.0,0.0,0.0,0.0
awe.,0.0,0.0,0.0,1.0,1.0
"awe.""",0.0,0.0,0.0,1.0,0.0
awe;,1.0,0.0,0.0,0.0,0.0
awed,1.0,0.0,0.0,0.0,2.0
"awed,",0.0,0.0,1.0,0.0,0.0
awesome,1.0,0.0,0.0,0.0,0.0
"awestruck,",0.0,0.0,1.0,0.0,0.0
awful,19.0,32.0,5.0,8.0,48.0
"awful!""",0.0,0.0,1.0,0.0,0.0
"awful,",0.0,1.0,0.0,0.0,3.0
"awful,""",0.0,0.0,1.0,0.0,0.0
awful.,0.0,1.0,0.0,0.0,0.0
awful;,0.0,0.0,0.0,0.0,1.0
awfulest,0.0,1.0,0.0,0.0,0.0
awfully,0.0,1.0,12.0,7.0,0.0
"awfully.""",0.0,0.0,0.0,1.0,0.0
awfulness,0.0,0.0,0.0,0.0,2.0
awhile,0.0,3.0,1.0,0.0,0.0
"awhile,",0.0,6.0,0.0,0.0,0.0
awhile;,0.0,0.0,0.0,0.0,1.0
awkward,1.0,2.0,5.0,5.0,12.0
"awkward,",0.0,1.0,0.0,1.0,0.0
awkward.,0.0,0.0,0.0,1.0,1.0
"awkward.""",0.0,1.0,0.0,0.0,0.0
awkwardness,0.0,0.0,0.0,0.0,4.0
awkwardness.,0.0,0.0,0.0,0.0,1.0
awluz,0.0,5.0,0.0,0.0,0.0
awning,0.0,1.0,0.0,0.0,0.0
"awning-post,",0.0,1.0,0.0,0.0,0.0
awning-posts.,0.0,1.0,0.0,0.0,0.0
awnings,0.0,1.0,0.0,0.0,0.0
"awnings,",0.0,1.0,0.0,0.0,0.0
"awoak,",1.0,0.0,0.0,0.0,0.0
awoke,4.0,0.0,0.0,1.0,8.0
"awoke,",0.0,0.0,0.0,0.0,1.0
awoke.,2.0,0.0,0.0,1.0,0.0
awready,0.0,1.0,0.0,0.0,0.0
"awry,",0.0,1.0,0.0,0.0,0.0
ax,0.0,1.0,0.0,0.0,2.0
"ax,",0.0,0.0,0.0,0.0,1.0
ax.,0.0,0.0,0.0,0.0,1.0
axe,0.0,5.0,0.0,0.0,0.0
"axe,",0.0,2.0,0.0,0.0,0.0
"axes,'",0.0,1.0,0.0,0.0,0.0
axes;,0.0,0.0,1.0,0.0,0.0
axial,1.0,0.0,0.0,0.0,0.0
axiom,0.0,0.0,0.0,1.0,0.0
axis--',0.0,1.0,0.0,0.0,0.0
"ay,",0.0,0.0,3.0,1.0,0.0
"ay,""",0.0,0.0,4.0,0.0,0.0
"ay.""",0.0,0.0,3.0,0.0,0.0
ayd,2.0,0.0,0.0,0.0,0.0
"ayd,",1.0,0.0,0.0,0.0,0.0
ayde,2.0,0.0,0.0,0.0,0.0
ayde.,1.0,0.0,0.0,0.0,0.0
ayded,1.0,0.0,0.0,0.0,0.0
aydes,1.0,0.0,0.0,0.0,0.0
"aydes,",1.0,0.0,0.0,0.0,0.0
"aye,",1.0,0.0,0.0,0.0,6.0
"aye,""",0.0,0.0,0.0,0.0,1.0
aym,1.0,0.0,0.0,0.0,0.0
ayme,3.0,0.0,0.0,0.0,0.0
"ayme,)",1.0,0.0,0.0,0.0,0.0
aymed,1.0,0.0,0.0,0.0,0.0
ayr,1.0,0.0,0.0,0.0,0.0
"ayr,",1.0,0.0,0.0,0.0,0.0
"ayre,",1.0,0.0,0.0,0.0,0.0
az,2.0,0.0,0.0,0.0,0.0
azurenen,1.0,0.0,0.0,0.0,0.0
b'fo',0.0,5.0,0.0,0.0,0.0
"b'fo'.""",0.0,1.0,0.0,0.0,0.0
b'lieve,0.0,7.0,0.0,0.0,0.0
b'long,0.0,3.0,0.0,0.0,0.0
b'longs,0.0,1.0,0.0,0.0,0.0
"b'longs,",0.0,1.0,0.0,0.0,0.0
b),3.0,0.0,0.0,0.0,0.0
b.,2.0,0.0,0.0,0.0,0.0
b],2.0,0.0,0.0,0.0,0.0
"babblings,",0.0,0.0,0.0,0.0,1.0
babe,1.0,0.0,0.0,0.0,0.0
babe.,1.0,0.0,0.0,0.0,0.0
babel,1.0,0.0,0.0,0.0,0.0
babes,1.0,0.0,1.0,0.0,2.0
"babes,",0.0,0.0,1.0,0.0,0.0
babies,0.0,0.0,4.0,0.0,0.0
"baboon,",0.0,0.0,0.0,1.0,0.0
baboon.,0.0,0.0,0.0,1.0,0.0
"baboon.""",0.0,0.0,0.0,2.0,0.0
baby,2.0,8.0,3.0,1.0,2.0
baby!',0.0,0.0,1.0,0.0,0.0
baby's,0.0,0.0,0.0,0.0,1.0
"baby,",0.0,3.0,2.0,0.0,0.0
"baby,""",0.0,0.0,1.0,0.0,0.0
baby--it's,0.0,1.0,0.0,0.0,0.0
baby--the,0.0,1.0,0.0,0.0,0.0
"baby.""",0.0,0.0,1.0,0.0,0.0
baby:,0.0,1.0,0.0,0.0,0.0
baby;,0.0,1.0,0.0,1.0,0.0
"baby?""",0.0,0.0,1.0,0.0,0.0
baby?',0.0,1.0,0.0,0.0,0.0
bacchanalian,0.0,0.0,1.0,0.0,0.0
bachelor,0.0,0.0,0.0,1.0,0.0
"bachelor,",0.0,0.0,0.0,3.0,1.0
bachelor.,0.0,0.0,0.0,1.0,1.0
"bachelor.""",0.0,0.0,0.0,1.0,0.0
bachelor.',0.0,0.0,0.0,1.0,0.0
bachelor;,0.0,0.0,0.0,0.0,1.0
bachelors,0.0,0.0,0.0,2.0,0.0
"bachelors,",0.0,0.0,0.0,1.0,0.0
bachelors.,0.0,0.0,0.0,1.0,0.0
back,126.0,201.0,55.0,178.0,97.0
back!,0.0,1.0,0.0,0.0,0.0
"back!""",0.0,2.0,0.0,0.0,0.0
back!',0.0,2.0,0.0,0.0,0.0
back!--Lord!,0.0,0.0,0.0,0.0,1.0
"back,",9.0,31.0,13.0,19.0,21.0
"back,""",0.0,0.0,4.0,0.0,1.0
"back--""",0.0,0.0,1.0,0.0,0.0
back--I,0.0,1.0,0.0,1.0,0.0
back--for,1.0,0.0,0.0,0.0,0.0
back--if,0.0,1.0,0.0,0.0,0.0
back--we,0.0,1.0,0.0,0.0,0.0
back-down,0.0,1.0,0.0,0.0,0.0
back-somersault,0.0,1.0,0.0,0.0,0.0
back-up,1.0,0.0,0.0,0.0,0.0
"back-yard,",0.0,0.0,1.0,0.0,0.0
back.,4.0,12.0,13.0,29.0,9.0
"back.""",0.0,1.0,3.0,5.0,0.0
back.',0.0,0.0,1.0,0.0,0.0
back:,0.0,0.0,0.0,1.0,0.0
back;,0.0,1.0,2.0,0.0,3.0
back?,0.0,0.0,0.0,2.0,1.0
"back?""",0.0,0.0,1.0,3.0,0.0
back?',0.0,0.0,0.0,1.0,0.0
backbone,5.0,0.0,0.0,0.0,0.0
backed,5.0,1.0,1.0,2.0,1.0
backgammon,0.0,0.0,0.0,1.0,0.0
backgammon.,0.0,0.0,0.0,0.0,2.0
background,3.0,0.0,0.0,3.0,0.0
"background,",0.0,0.0,0.0,1.0,0.0
background.,1.0,0.0,0.0,1.0,0.0
background;,1.0,0.0,0.0,0.0,0.0
backing,0.0,0.0,1.0,0.0,0.0
backs,5.0,5.0,0.0,0.0,3.0
"backs,",0.0,0.0,1.0,0.0,2.0
backs.,3.0,2.0,0.0,0.0,0.0
"backs.""",0.0,0.0,0.0,1.0,0.0
backs;,0.0,0.0,0.0,0.0,1.0
"backtracked,",1.0,0.0,0.0,0.0,0.0
backward,5.0,0.0,0.0,4.0,1.0
"backward,",0.0,0.0,0.0,2.0,0.0
backward.,0.0,0.0,0.0,1.0,0.0
backwardness,0.0,0.0,0.0,0.0,2.0
backwards,0.0,1.0,1.0,1.0,1.0
backwards!',0.0,0.0,1.0,0.0,0.0
"backwards,",0.0,1.0,0.0,0.0,0.0
"backwards,'",0.0,0.0,2.0,0.0,0.0
backwards.,0.0,0.0,0.0,1.0,1.0
backwards;,0.0,1.0,1.0,0.0,0.0
backwoods,0.0,1.0,0.0,0.0,0.0
bacon,0.0,2.0,0.0,0.0,0.0
"bacon,",0.0,1.0,0.0,0.0,0.0
bacon;,0.0,1.0,0.0,0.0,0.0
bad,10.0,36.0,9.0,39.0,30.0
bad!,0.0,0.0,0.0,1.0,1.0
bad!',0.0,0.0,2.0,0.0,0.0
bad),1.0,0.0,0.0,0.0,0.0
"bad,",2.0,3.0,0.0,3.0,3.0
bad--I'd,0.0,1.0,0.0,0.0,0.0
bad--belongs,0.0,0.0,0.0,0.0,1.0
bad-tempered,0.0,0.0,0.0,1.0,0.0
bad.,2.0,1.0,0.0,3.0,4.0
"bad.""",0.0,0.0,0.0,1.0,0.0
bad.--,0.0,0.0,0.0,0.0,1.0
bad;,0.0,0.0,1.0,0.0,0.0
bad?,0.0,0.0,0.0,1.0,0.0
"bad?""",0.0,1.0,0.0,2.0,1.0
bade,7.0,0.0,0.0,4.0,5.0
badge,0.0,0.0,0.0,1.0,0.0
badgers--they're,0.0,0.0,1.0,0.0,0.0
badly,2.0,1.0,1.0,7.0,0.0
"badly,",0.0,0.0,1.0,1.0,0.0
badness,0.0,0.0,0.0,0.0,1.0
baffle,1.0,0.0,0.0,0.0,0.0
baffled,0.0,0.0,0.0,3.0,0.0
bag,2.0,16.0,4.0,10.0,0.0
bag!',0.0,0.0,1.0,0.0,0.0
"bag,",0.0,2.0,1.0,2.0,0.0
bag.,0.0,0.0,1.0,2.0,0.0
"bag.""",0.0,0.0,0.0,1.0,0.0
bag.',0.0,0.0,2.0,0.0,0.0
bag?,0.0,1.0,0.0,0.0,0.0
"bag],",0.0,0.0,1.0,0.0,0.0
baggage,0.0,5.0,0.0,0.0,0.0
baggage!,0.0,1.0,0.0,0.0,0.0
"baggage,",0.0,1.0,0.0,0.0,0.0
baggage.,1.0,1.0,0.0,0.0,0.0
bagged,2.0,1.0,0.0,0.0,0.0
baggy,0.0,0.0,0.0,2.0,0.0
"bags,",1.0,0.0,0.0,0.0,0.0
bags.,0.0,1.0,0.0,0.0,0.0
bags:,0.0,0.0,0.0,1.0,0.0
bags?,0.0,0.0,0.0,1.0,0.0
baht,3.0,0.0,0.0,0.0,0.0
bailed,0.0,1.0,0.0,0.0,0.0
bailiff,2.0,0.0,0.0,0.0,0.0
"bailiff,",1.0,0.0,0.0,0.0,0.0
bait,0.0,1.0,0.0,0.0,0.0
baits.,0.0,0.0,0.0,1.0,0.0
baiza,1.0,0.0,0.0,0.0,0.0
bake,0.0,1.0,0.0,1.0,0.0
baked,1.0,1.0,0.0,0.0,0.0
balance,27.0,0.0,1.0,2.0,0.0
"balance,",0.0,0.0,1.0,0.0,0.0
"balance--and,",0.0,0.0,1.0,0.0,0.0
balance-of-payments,5.0,0.0,0.0,0.0,0.0
balance.,1.0,0.0,0.0,0.0,0.0
balanced,1.0,1.0,0.0,2.0,0.0
balancieret,1.0,0.0,0.0,0.0,0.0
balancing,1.0,0.0,1.0,3.0,0.0
balas,0.0,0.0,0.0,1.0,0.0
"balasses.""",0.0,0.0,0.0,1.0,0.0
balboa,2.0,0.0,0.0,0.0,0.0
balboas,1.0,0.0,0.0,0.0,0.0
balcony,0.0,1.0,0.0,2.0,0.0
"balcony,",0.0,1.0,0.0,0.0,0.0
balcony.,0.0,0.0,0.0,2.0,0.0
bald,14.0,1.0,0.0,3.0,0.0
"bald,",1.0,0.0,0.0,0.0,0.0
bald-head.,0.0,1.0,0.0,0.0,0.0
balde,1.0,0.0,0.0,0.0,0.0
baldhead,0.0,2.0,0.0,0.0,0.0
"baldhead,",0.0,1.0,0.0,0.0,0.0
baldhead;,0.0,1.0,0.0,0.0,0.0
balditude.,0.0,1.0,0.0,0.0,0.0
baldness,0.0,0.0,1.0,0.0,0.0
baldness;,0.0,0.0,0.0,0.0,1.0
baleful,2.0,0.0,0.0,1.0,0.0
balena,0.0,1.0,0.0,0.0,0.0
bales,0.0,0.0,1.0,0.0,0.0
balgt,1.0,0.0,0.0,0.0,0.0
balk,1.0,0.0,0.0,0.0,0.0
ball,0.0,2.0,4.0,3.0,20.0
"ball,",1.0,1.0,2.0,1.0,12.0
"ball,""",0.0,0.0,0.0,1.0,1.0
ball--,0.0,0.0,1.0,0.0,0.0
ball--and,0.0,0.0,0.0,0.0,1.0
ball-room.,0.0,0.0,0.0,0.0,1.0
ball-room;,0.0,0.0,0.0,0.0,1.0
ball.,0.0,0.0,0.0,1.0,7.0
"ball.""",0.0,0.0,0.0,1.0,2.0
ball;,0.0,0.0,0.0,0.0,2.0
"ballad,",0.0,0.0,1.0,0.0,0.0
"ballance,",1.0,0.0,0.0,0.0,0.0
ballasted,1.0,0.0,0.0,0.0,0.0
ballen,1.0,0.0,0.0,0.0,0.0
ballen!,1.0,0.0,0.0,0.0,0.0
ballet.,1.0,0.0,0.0,0.0,0.0
ballot),1.0,0.0,0.0,0.0,0.0
balls,0.0,2.0,1.0,2.0,8.0
"balls,",1.0,0.0,1.0,0.0,1.0
balls.,0.0,0.0,0.0,0.0,1.0
bally,1.0,0.0,0.0,0.0,0.0
balm,1.0,0.0,0.0,0.0,1.0
balms,0.0,0.0,0.0,1.0,0.0
balsa-like,1.0,0.0,0.0,0.0,0.0
balsawood;,1.0,0.0,0.0,0.0,0.0
balustrade,0.0,0.0,0.0,1.0,0.0
balustraded,0.0,0.0,0.0,1.0,0.0
bamboo,0.0,0.0,0.0,2.0,0.0
banana,5.0,0.0,0.0,0.0,0.0
bananas,9.0,0.0,0.0,0.0,0.0
bananas),1.0,0.0,0.0,0.0,0.0
"bananas,",46.0,0.0,0.0,0.0,0.0
bananas;,10.0,0.0,0.0,0.0,0.0
band,77.0,5.0,1.0,4.0,24.0
band!,0.0,0.0,0.0,2.0,0.0
"band!""",0.0,0.0,0.0,1.0,0.0
band!',0.0,0.0,0.0,1.0,0.0
band)--all,2.0,0.0,0.0,0.0,0.0
"band,",2.0,2.0,1.0,3.0,5.0
band--a,0.0,0.0,0.0,1.0,0.0
band--it,1.0,0.0,0.0,0.0,0.0
band.,0.0,1.0,2.0,0.0,1.0
band;,33.0,0.0,0.0,0.0,1.0
"band?""",0.0,0.0,0.0,1.0,0.0
bandage,0.0,1.0,1.0,0.0,0.0
"bandage,",0.0,0.0,0.0,1.0,0.0
bandage--there,1.0,0.0,0.0,0.0,0.0
bandaged,0.0,0.0,0.0,1.0,0.0
"bandaged,",0.0,0.0,1.0,0.0,0.0
bandages,0.0,0.0,1.0,0.0,0.0
bandages.,0.0,0.0,0.0,1.0,0.0
bandages;,0.0,0.0,1.0,0.0,0.0
bandbox!,0.0,0.0,0.0,0.0,1.0
banditti,0.0,0.0,0.0,0.0,1.0
bands,112.0,0.0,0.0,2.0,23.0
"bands,",0.0,0.0,0.0,1.0,1.0
bands--the,1.0,0.0,0.0,0.0,0.0
bands.,0.0,0.0,0.0,0.0,2.0
bands;,1.0,0.0,0.0,0.0,1.0
bandy,0.0,0.0,0.0,1.0,0.0
bang,2.0,0.0,0.0,2.0,0.0
bang!,1.0,3.0,0.0,0.0,0.0
"bang,",1.0,0.0,0.0,0.0,0.0
bang.,1.0,0.0,1.0,0.0,0.0
banged,0.0,1.0,0.0,0.0,0.0
"banged,",0.0,1.0,0.0,1.0,0.0
bangen,1.0,0.0,0.0,0.0,0.0
"bangen,",1.0,0.0,0.0,0.0,0.0
banging,0.0,1.0,2.0,0.0,0.0
bangs,0.0,1.0,0.0,0.0,0.0
bani,1.0,0.0,0.0,0.0,0.0
banish,3.0,0.0,0.0,0.0,4.0
"banish,",1.0,0.0,0.0,0.0,0.0
banished,3.0,0.0,0.0,0.0,6.0
"banished,",2.0,0.0,0.0,0.0,1.0
banishment,1.0,0.0,0.0,0.0,0.0
bank,1.0,26.0,1.0,8.0,7.0
bank's,0.0,1.0,0.0,0.0,0.0
"bank,",1.0,8.0,0.0,1.0,1.0
bank--about,0.0,1.0,0.0,0.0,0.0
bank--the,0.0,1.0,0.0,0.0,0.0
bank-notes,0.0,0.0,0.0,0.0,1.0
bank.,0.0,7.0,1.0,0.0,0.0
"bank.""",0.0,0.0,0.0,1.0,0.0
banker,0.0,0.0,0.0,9.0,0.0
banker's,0.0,0.0,0.0,2.0,1.0
"banker,",0.0,0.0,0.0,1.0,0.0
banker.,0.0,0.0,0.0,1.0,0.0
"bankers,",1.0,0.0,0.0,0.0,0.0
banking,12.0,0.0,0.0,3.0,0.0
banking),1.0,0.0,0.0,0.0,0.0
"banking,",9.0,0.0,0.0,0.0,0.0
banking.,2.0,0.0,0.0,0.0,0.0
bankrupt,0.0,0.0,0.0,3.0,0.0
bankruptcies,0.0,0.0,0.0,1.0,0.0
bankruptcy.,1.0,0.0,0.0,0.0,0.0
banks,3.0,4.0,1.0,1.0,5.0
"banks,",3.0,2.0,0.0,0.0,0.0
banks.,0.0,2.0,0.0,1.0,1.0
banks:,0.0,0.0,1.0,0.0,0.0
banks;,0.0,1.0,0.0,0.0,0.0
banned,7.0,0.0,0.0,0.0,0.0
banned),2.0,0.0,0.0,0.0,0.0
banned;,1.0,0.0,0.0,0.0,0.0
banner,1.0,0.0,0.0,0.0,1.0
banns,0.0,0.0,1.0,0.0,1.0
banquet,1.0,0.0,0.0,0.0,0.0
banquet--],0.0,1.0,0.0,0.0,0.0
banteringly.,1.0,0.0,0.0,0.0,0.0
baptism,0.0,0.0,0.0,0.0,14.0
baptism!,0.0,0.0,0.0,0.0,1.0
"baptism,",0.0,0.0,0.0,0.0,5.0
"baptism--yea,",0.0,0.0,0.0,0.0,1.0
baptism.,0.0,0.0,0.0,0.0,4.0
baptism;,0.0,0.0,0.0,0.0,1.0
baptize,0.0,0.0,0.0,0.0,23.0
"baptize,",0.0,0.0,0.0,0.0,1.0
baptize.,0.0,0.0,0.0,0.0,3.0
baptize;,0.0,0.0,0.0,0.0,1.0
baptized,1.0,0.0,0.0,0.0,64.0
